location,source
"Chang Wat Ratchaburi, Thailand",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/154222504_3625823667527362_115028390726135691_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=smel7zDHrOQAX9lS14F&oh=c22880d12b92f618689b153bc57f41cc&oe=60726654
"Seeb, Oman",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/146686122_334278354512022_3491626641637119526_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=2-spJ0gV9s8AX8dEVnN&oh=3955d0d3a0dbf409a4069573978c3eb6&oe=6071AEA8
"Provincia di Pesaro e Urbino, Italy",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/91976244_173619783658718_3977631592800572465_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eIdewJ4EtjcAX_YTRCN&oh=c247d87f752ef4f42704f53b09aaf01c&oe=607234A6
"Chumphon, Thailand",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/fr/e15/s1080x1080/156158092_793725594683382_7629262803178711311_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=zyoQkewZs1AAX9q0dbd&oh=2eff99368b99142353836858a2ef3b70&oe=6072DC05
"Western Tobago, Trinidad and Tobago",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/157833206_2602736496685569_7066722156707333987_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=-97ZDnV8qScAX-MJ6SA&oh=470bc368e493eefe3dea613f0886fd1e&oe=606FD0D8
"Рашки округ, Serbia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/157217623_1636717006528069_8560359740388642668_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=g-1ndV10gJ8AX8jD-ZW&oh=6f1219ba2c043dfb8ac7523b7240d2b9&oe=60709C38
"Raška District, Serbia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/156580601_439563920586276_1530400580661492452_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=RYmaX0i-kmoAX8K3VaX&oh=b338f7ee96ac2371bd5c4da2e6b34a5b&oe=60733960
"Zanzibar, Tanzania",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/154802150_428064371633437_6108334473537877236_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=UTTcIxYg3ksAX-B4zzn&oh=0f564a7bb2702fa1496d48455ab3a611&oe=60734C82
"Ditiki Attiki, Greece",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/139783148_452969089194699_992056773786075414_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=NuwSB_YFu2oAX_5X6HL&oh=25a4d0a93dc9728c26d3d950045ee09d&oe=6073B6B1
"Viotia, Greece",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/87421795_134934551129411_788919665648654379_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=wkNNZzPTeFkAX9f_VqR&oh=b3d856b7c32fe2bbdc0924e75386838d&oe=607011F8
"Sizilia, Italy",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/156339424_444274780222752_3288405858097952908_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=wI-Zt9L47DEAX_hjMmp&oh=dafd9a7d8e74dd99cd4ad882e4a34880&oe=60739E7C
"Pointe La Rue, Seychelles",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/148383681_4947199158687830_5631407227119476555_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eo3rdkh5_IQAX9nNLS1&oh=7263200d4a34ad85e9d57e631b399ea2&oe=607141B3
"Tyrolsko, Austria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/149412951_812582649344383_5826287791005187468_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=AkgW75n6GpAAX-TvsBe&oh=cd93a4e0bb919f03f64187d5e217c88d&oe=6071292F
"Waadt, Switzerland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/121410752_176547347409695_2397187698504706543_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=OOvgAcUtlUQAX_G21hH&oh=ce07b320c52cfd602c780dde30d6ac65&oe=60713190
"Sfax, Tunisia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/144950760_464231678074346_7998762692556979048_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=QrUGrQt-YNcAX_IMxw2&oh=00abbc6b42d01f7262a80bcbf124f63c&oe=6073BF80
"Reyðarfjörður, Iceland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/154785144_3683616165086848_1972642443817853963_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=OcFFXEZ-n1kAX-WiJgB&oh=c47ca2b92f11c4a05c160184cd0c0f95&oe=6070AF00
"Mingəçevir, Azerbaijan",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/157275047_246701423789539_6061392187297397234_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=N6X1C3GyVToAX-oygdc&oh=32c1b679933d27ea8486e062925f1558&oe=6070EBF8
"Mingecevir, Azerbaijan",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/157713547_456232865724964_7028962674975655358_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=MufaUfCywLYAX9uij6-&oh=281020a264701a41a3cd90681218e77b&oe=6072EDBD
"Savanne, Mauritius",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/157804795_1130492324082927_5440394081625018889_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=aj30P1G1oZEAX-eroRu&oh=7255d364fef6bb3ad668c4b88a599b6b&oe=606FD847
"Nord-Est Department, Haiti",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/155786367_430371521573151_7589950928072249669_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=JdUevNC8lTwAX-3QybK&oh=a60af8d7b53bab1f6775dc80918249ec&oe=60734DA3
"Guayama, Puerto Rico",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/146690028_273565660825752_5735885514401061019_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=e5imQNebZNYAX9dSIuY&oh=8e54abf681d74706a84123b90ffc5b26&oe=6072FBC0
"Wilaya de Constantine, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/149445134_1607025576152286_7866077803324029488_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=O2wOof2zM7kAX-HeMAy&oh=d7a12cbcd2f5584f2fb8343445f57969&oe=6070A6BC
"El Bayadh Province, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/147917927_745397093082048_6863543351539578151_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=UZwO1-wMuFUAX8cWQDC&oh=7e4565de4dfab3693edddf68b5f06143&oe=60736B73
"Paita District, Peru",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/153662179_450190509749699_6050852310393211689_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=HgS1vbWDZMcAX8WQ3_b&oh=ca6960e4d8b6a9532b92f4b623403570&oe=60706879
"Ahuachapán Department, El Salvador",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/150210539_251044073221603_8243058653117888778_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=dSGMOEsOFSIAX-ndc94&oh=fd2604b44a46cf9a03500bfd391a7510&oe=607164A9
"La Unión Department, El Salvador",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/141330675_248263506705037_5648782391040769242_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=GSVUVSzEqg4AX_pT0aZ&oh=114cad9da124034d55bb1aa5887fd8f9&oe=60709282
"Usulután Department, El Salvador",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/141037444_873429920177650_7346486087933738907_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=sInVBK_6hYEAX82z06Q&oh=91cc5eef57cdbafafecdd73ba46f5c1f&oe=6071DAA0
"Ouargla Province, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/158022497_468476347640425_4685322625351224630_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=PljvUut8drkAX_y6BXl&oh=839198c85559917c6e3cf0711ef4b5f8&oe=60702FD0
"ولاية إليزي, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/157170385_194483952438748_6167423793650776608_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Ci3ftOmxjBcAX-snP11&oh=8b2c4084ebc6a8cfcafb15af4f2118bf&oe=60704B0F
"Tiaret Province, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/156577549_264666331971054_2078344852841872615_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=5inQuo8ErFwAX9NyYmV&oh=3eed53a1a4bc3006c54b80d39dcbfa4e&oe=60708DD6
"Mila Province, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/155904573_444967453417122_5347977422066444587_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=8pnLYD9lzukAX8w7jkX&oh=6f380278fb382579a2f993b3b5ddd6bb&oe=6070C86D
"Mykolaivs'ka oblast, Ukraine",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/158421246_487612098917284_2313409328209021821_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=okSPNf1oJb0AX88WVHF&oh=0e9d5ebae83458df30c7d4bd81ae55cb&oe=6070C14A
"Volyn Oblast, Ukraine",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/152823022_1481606898897423_5698637825705551635_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=ZzmiB7puK6YAX8__RBE&oh=2d52c57cea2789699c14d8fe53797811&oe=60704B93
"Korsholm, Finland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/159632366_1376009536086186_6781248967990236934_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=8W_7b1oBBQ0AX_4-VNo&oh=1e22e4459f1af87c340124c0b797197e&oe=6070FD37
"Vaasa, Finland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/158591140_2195405623928279_6993017825355105055_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=wtRAtnXUQvkAX_FcKsg&oh=a819c8f7d4bcacfd1a13dd3a298c28de&oe=6070F484
"Alskat, Finland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/157535738_189413102579641_3265386674160204919_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=bee0L_LmamUAX-_d85S&oh=6c220e9eb40ce0b3df61b8ad104521f6&oe=6070BAC8
"Bélapátfalva, Hungary",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/156835378_466221184504688_1733493435404987035_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=FkBftix8vWoAX_4PwT8&oh=010ebb054654907e6cc1f85d209723b4&oe=6071C354
"Felsőtárkány, Hungary",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/149461808_1150853345368391_7401444633580554908_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=tuy6yMg_56EAX_oRq6Q&oh=02d3e744411450da669aa8cb78a818a9&oe=6070A6B1
"Taiarapu-Est, French Polynesia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/151713550_923078808429700_8773233919936488024_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=qdyISecwEhoAX9DPcil&oh=a1f53cbf224d516c6eb7f3de2c631e5d&oe=60719D03
"Catamarca Province, Argentina",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/158009508_900925847387245_6308156989655949563_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=EF6hknDIJO4AX--LHPp&oh=c0ccb62eb1d87ce2ca3c471f9c338d9a&oe=6070936B
"La Rioja Province, Argentina",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/151788186_245509620530161_4009785643870942686_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=TACFwS7HG6kAX8NGSjR&oh=d79cfbd28def3a59fdc9696eff9d317b&oe=60743C75
"Velenje, Slovenia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/155138316_776120766591088_8496017137911439102_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Tx2TjQj7hjoAX__86vu&oh=18c20d536feed927294325b5f912fa79&oe=60739884
"Trbovlje, Slovenia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/133742529_312027176784036_8096914085496791499_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=lC8s504VJpQAX9fcjkT&oh=76a49dae5201c0a4c045306551715643&oe=6072208F
"Gaza Province, Mozambique",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/156894682_263937258646025_9103768283702751601_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=w0fZ9d8hvhQAX_T9kMk&oh=4c910e82ee7cc15851371853d484442d&oe=60723625
"Den Haag, Netherlands",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/126507806_849162222504624_7981612720618684464_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=wlpRyg-AEIwAX_HajFQ&oh=8c0d69b21d4c27e35f8bdb19758516ea&oe=60716DA5
"Akrotiri and Dhekelia, United Kingdom",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/158147093_252638119921030_3976140307406916309_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=yU3M_HVLADEAX8NvyuS&oh=40ad7e5fabc11564e6e44a65fa69daa6&oe=60718B26
"Wilayah Persekutuan Putrajaya, Malaysia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/120417736_3355448901201948_6723047714553952037_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=7k8uY7KN1z8AX9FCJu7&oh=ca2ccd5b22b1de480a0e14b1c440ce36&oe=607081CB
"Città Metropolitana di Venezia, Italy",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/157406757_2687576151497792_4388692867896402949_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ve0775yVRvwAX8i2gmM&oh=a2a7bea9a1baddd6ac44e58f5819ffab&oe=6070AA7C
"Nisi, Greece",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/118571809_316576193094427_9134415667521626609_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=CMXuuRMWcf8AX8chSHo&oh=bb912e694d70ae8ab831c7b4d07300d0&oe=6073EC33
"Mashonaland West Province, Zimbabwe",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/155819957_270091064733043_7304526153831538258_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Wf4ilSyddsIAX93L5ip&oh=4c9b99234dac0549814859badd16260a&oe=6070507D
"Xorazm Viloyati, Uzbekistan",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/149146904_2876859865925102_8584975053751964896_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=6rqD1AALzpkAX-DfUag&oh=d6d9b08d7374e39d44615b782807be11&oe=6073110E
"Ruka, Finland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/156194641_4433246280035542_7161092139660986582_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=bRCIzPRMWm0AX9r8rAr&oh=7d9a1035543dfaf2c23fc8bbfbd89b73&oe=60738F48
"Central Serbia, Serbia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/159050437_3721112754676018_9120389611669687724_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=FNrofDDQrC4AX_TCUhx&oh=a96ffd15fcfa5ddaca5858ad143c61b9&oe=60713D53
"Braničevski okrug, Serbia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/156871059_267385241552916_3427195315238036196_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Onx464mfx5wAX_s5Tx-&oh=5a664adb9d3d64940e82872b35ed0084&oe=6070783F
"Ranua, Finland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/156966793_2695675214077631_7974858907179120564_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=pSpfpl10ivcAX8p3I_1&oh=093061a3e20445948081a36202fdb7ee&oe=60735439
"Litli-Árskógssandur, Iceland",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/155869153_1419138515120090_7257716950028983782_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=aI-vPiHdAboAX-mEnJ2&oh=93da49e49e875ed241e07ed2c1c1ecfc&oe=6072D80A
"Varadero, Cuba",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/158132161_2925116057717889_5851745529910846159_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=K4_2ThytFuUAX85J8SB&oh=dcbd65286a16fac39521f850eedd793e&oe=607199F7
"Calvinia, South Africa",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/156403962_929342064271158_2567027425388985423_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=28grRqlgpeIAX_R1zQb&oh=10f6f7154f7873e9bf9d96f05a745d6c&oe=60742735
"Subarnapur, Nepal",https://scontent-arn2-1.cdninstagram.com/v/t51.2885-15/e35/158593620_149314773716554_1899921707180873709_n.jpg?tp=1&_nc_ht=scontent-arn2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=0kO_f1P4vb0AX-sfVl9&oh=f715dc76111bb99a9f0db4ee300b19b0&oe=60707FFF
"Aïn Témouchent Province, Algeria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/157143458_187796619781239_8278233799477445482_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=zLyAgqlwnU4AX_3wSHd&oh=0be6306735016dc07c71aeb095fc3e95&oe=60712F29
"Ghajnsielem, Malta",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/150291123_280313243521602_2906130357548197264_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=fORmF63l7M8AX-pRdFC&oh=bca5e5c848489ab7e39e3f5932f072a1&oe=60706441
"District de Bamako, Mali",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/158251371_100561082104004_6481491923653733254_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=QAkVgCCXenkAX-MhKsp&oh=91fcc5249baeef2b28e333a38a5f91b6&oe=6071FF3D
"Bamako Capital District, Mali",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/155209371_228562295651979_5200467225917787038_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=m2NqNVo1R58AX9yZw3r&oh=8c58aaa5546e7994708eace1285bf735&oe=6070E4BA
"Gazimağusa, Cyprus",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/158210700_454345569330634_6194585220055494658_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=b3qU1xEvqfkAX9wixKw&oh=93d47d518f33fc7065ce849ac1bcffcf&oe=60726456
"Canelones Department, Uruguay",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/155325617_436318720819177_4246029205056214781_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=2NV04MmCbRAAX_sOCMA&oh=670940fab31b8d5e7e323ae74f7815a2&oe=6072D981
"Departamento de Cerro Largo, Uruguay",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/151288143_1087866138306796_7962282912401061868_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=BBN2mbhDsuQAX884lY-&oh=939b87e46a8dfe4a83de59d66294ac04&oe=60741228
"Montevideo, Uruguay",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/148286366_429961384984241_3294748509567315672_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=aE-OSDVK5lYAX-nt6-M&oh=92b3155bc94f8fe48748881c717b1f0a&oe=60740757
"Bissau, Guinea-Bissau",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/156187776_111371214345769_2882688612503876642_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=zXylyQS1pJ4AX-SFCuU&oh=fa3f0c3b0b3be7ea9a9b7d17253afad2&oe=6072F1A2
"滋賀県, Japan",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/145098969_115438590515459_1703273794935829801_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=BexasAZUbgUAX8pg83n&oh=b0c4bef694bd6bedd2cee84bdf457d98&oe=60727C9A
"Weinan, China",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/131047078_184870699952576_7913594571913806294_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=h38k0KXy694AX9LRfja&oh=0e10431bade8821659db72cb0c885459&oe=60715C1E
"Fülöpháza, Hungary",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/110106096_2594016294247815_8988489363184121699_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=XkGSdsKl1rEAX9qmD4n&oh=17e3b5481921ee69ddc28f58df92a014&oe=607122DB
"Port Havannah, Vanuatu",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/127019532_297479528146671_8534827560587100676_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Q6BBEnutKykAX8CrCo3&oh=e333994e704d26311701eed25b735854&oe=607215A4
"Région de l'Ouest, Cameroon",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/154789750_532575547719878_1902642522111635002_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=GoNOkOOobTcAX8d7mOp&oh=50f73b03c00da109e128bffb28e9d0b9&oe=607423B3
"Santa Cruz, Cape Verde",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/155557106_429856761427361_4264672646758581016_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=aIRlVXqeUw0AX_-UQWJ&oh=3d2defdcab588d9358d58e8cabd67a7e&oe=607147F2
"Fatick, Senegal",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/148564146_880299979210001_2450324206090520125_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=gkCB-kDimKwAX9Nk4SD&oh=aa5d1ec6b09208eac825a29258c0a8e7&oe=6074055B
"Province Sud, New Caledonia",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/123856379_928519324345551_1567524173093784586_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=jWX06PZ8f7EAX-YL2E-&oh=78565c93f47905fd337fd7af89578ace&oe=607199B4
"Rif-Dimashq Governorate, Syria",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/149872423_810339399557412_1460871284450675664_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Y-NMomKFcaMAX_cVXX2&oh=2bb3b89b8de84b34d2d0f255b32ca5ec&oe=607180A0
"Ontario, ",https://scontent-hel3-1.cdninstagram.com/v/t51.2885-15/e35/149627999_418168685938757_2775479056214881648_n.jpg?tp=1&_nc_ht=scontent-hel3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=8cAgoh6J1iQAX-xuHrG&oh=f3a3e25c52160677ea244373fab71ec1&oe=60734D9F
